2026-02-22 00:01:33 +00:00: [Opportunity] Outside market hours, skipping scan
2026-02-23 18:11:33 +00:00: 
2026-02-23 18:11:33 +00:00: [Opportunity] ===== SCAN #92 =====
2026-02-23 18:11:33 +00:00: [Opportunity] Time: 2026-02-23T18:11:33.947Z
2026-02-23 18:11:34 +00:00: [Opportunity] VIX: 20.97 (elevated) | SPY: 682.67 (neutral)
2026-02-23 18:11:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:42, volume:10, gainers:8, losers:8, nasdaq:2, extremes:2, etf_categories:21]
2026-02-23 18:11:36 +00:00: [Opportunity] Discovery: 50 symbols in 1.7s
2026-02-23 18:11:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 18:11:41 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:43 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:45 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:46 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:46 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:47 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:11:51 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:11:52 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:11:57 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:11:57 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 18:11:58 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 18:11:59 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [volume_leader,gainer,loser]
2026-02-23 18:12:02 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 18:12:06 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:12:09 +00:00: [Opportunity] USO: Score 45 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 18:12:12 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 18:12:16 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 18:12:18 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 18:12:24 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 18:12:27 +00:00: [Opportunity] SLV: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_commodities]
2026-02-23 18:12:30 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 18:12:34 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:12:38 +00:00: [Opportunity] XLK: Score 60 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:12:41 +00:00: [Opportunity] XLF: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 18:12:47 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:12:50 +00:00: [Opportunity] INTC: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader]
2026-02-23 18:12:52 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 18:12:55 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 18:12:57 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 18:12:59 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:13:00 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:13:03 +00:00: [Opportunity] OPEN: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:13:07 +00:00: [Opportunity] SMCI: Score 45 (WATCH) - bearish [watchlist]
2026-02-23 18:13:13 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:13:15 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:13:19 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 18:13:22 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:13:29 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:13:32 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:13:45 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:13:50 +00:00: [Opportunity] META: Score 40 (WATCH) - bullish [watchlist]
2026-02-23 18:13:59 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:14:04 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:14:12 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 18:14:21 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 18:14:26 +00:00: [Opportunity] XLY: Score 60 (TRADEABLE) - bearish [etf_sectors]
2026-02-23 18:14:27 +00:00: [Opportunity] Results: 12 HIGH_CONVICTION, 25 TRADEABLE, 9 WATCH
2026-02-23 18:14:27 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2289
2026-02-23 18:14:27 +00:00: [Opportunity] Persistence: XLP:4(HC), PYPL:4(HC), SLV:11(HC), IBRX:8(HC), CVNA:4(HC), PLTR:8(HC), NVDA:11(HC), MU:9(HC), SNDK:11(HC), XLI:4(HC), XLU:4(HC), XLF:4(HC), ORCL:5(T), AMZN:8(T), MSFT:8(T), TSLA:7(T), SPY:7(T), QQQ:8(T), IWM:5(T), GLD:11(T), IBIT:4(T), INTC:4(T), OXY:8(T), GOOGL:11(T), AAPL:10(T), AMD:6(T), XLK:4(T), VNDA:9(T), OPEN:8(T), XLY:4(T), NFLX:2(T), XLC:4(T), F:4(T), MRNA:8(T), PANW:4(T), UNG:4(T), ETHA:4(T)
2026-02-23 18:14:27 +00:00: [Opportunity] Alerts sent: 0 (45 unique today)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated SLV (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 18:14:27 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 18:14:27 +00:00: [Opportunity] Added 12 symbols to Bloodhound watchlist
2026-02-23 18:14:27 +00:00: [Opportunity] Scan complete in 173s. Next scan at 2026-02-23T18:16:33.947Z
2026-02-23 18:16:33 +00:00: 
2026-02-23 18:16:33 +00:00: [Opportunity] ===== SCAN #93 =====
2026-02-23 18:16:33 +00:00: [Opportunity] Time: 2026-02-23T18:16:33.947Z
2026-02-23 18:16:34 +00:00: [Opportunity] VIX: 20.75 (elevated) | SPY: 683.31 (neutral)
2026-02-23 18:16:35 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:42, volume:10, gainers:8, losers:8, nasdaq:2, extremes:6, etf_categories:21]
2026-02-23 18:16:35 +00:00: [Opportunity] Discovery: 50 symbols in 1.1s
2026-02-23 18:16:35 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 18:16:36 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:16:36 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:16:37 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:16:38 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:16:39 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:16:40 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:16:41 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:16:41 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:16:42 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 18:16:43 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 18:16:44 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 18:16:45 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [volume_leader,gainer,loser]
2026-02-23 18:16:46 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 18:16:49 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [volume_leader,gainer,loser]
2026-02-23 18:16:50 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:16:51 +00:00: [Opportunity] USO: Score 45 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 18:16:52 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 18:16:53 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 18:16:54 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 18:16:55 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 18:16:56 +00:00: [Opportunity] SLV: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_commodities]
2026-02-23 18:16:57 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:16:58 +00:00: [Opportunity] XLK: Score 60 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:16:59 +00:00: [Opportunity] XLF: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 18:17:00 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:17:01 +00:00: [Opportunity] INTC: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader]
2026-02-23 18:17:01 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 18:17:02 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 18:17:04 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [52wk_extreme,etf_volatility]
2026-02-23 18:17:04 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 18:17:06 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:17:07 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:17:08 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:17:09 +00:00: [Opportunity] OPEN: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:17:09 +00:00: [Opportunity] SMCI: Score 45 (WATCH) - bearish [watchlist]
2026-02-23 18:17:10 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:17:11 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:17:12 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 18:17:13 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:17:14 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:17:14 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:17:15 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:17:16 +00:00: [Opportunity] META: Score 40 (WATCH) - bullish [watchlist]
2026-02-23 18:17:17 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:17:18 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:17:21 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 18:17:21 +00:00: [Opportunity] Results: 12 HIGH_CONVICTION, 25 TRADEABLE, 9 WATCH
2026-02-23 18:17:21 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2290
2026-02-23 18:17:21 +00:00: [Telegram] Sent alert
2026-02-23 18:17:22 +00:00: [Opportunity] Sent Telegram alert for NFLX
2026-02-23 18:17:22 +00:00: [SignalDB] Alert inserted: OPPORTUNITY_FLOW - Opportunity TRADEABLE: NFLX score 55 (bearish)
2026-02-23 18:17:22 +00:00: [SignalDB] Inserted signal NFLX_1771870642005 @ $76.015
2026-02-23 18:17:22 +00:00: [Signal Logger] Logged NFLX_1771870642005 @ $76.015 (bearish, score 55)
2026-02-23 18:17:22 +00:00: [Watchlist] Added NFLX (source: signal_tracking)
2026-02-23 18:17:22 +00:00: [Opportunity] Persistence: XLP:5(HC), PYPL:5(HC), SLV:12(HC), IBRX:9(HC), CVNA:5(HC), PLTR:9(HC), NVDA:12(HC), MU:10(HC), SNDK:12(HC), XLI:5(HC), XLU:5(HC), XLF:5(HC), AMZN:9(T), MSFT:9(T), TSLA:8(T), SPY:8(T), QQQ:9(T), IWM:6(T), GLD:12(T), IBIT:5(T), INTC:5(T), ORCL:6(T), OXY:9(T), GOOGL:12(T), AAPL:11(T), AMD:7(T), XLK:5(T), VNDA:10(T), OPEN:9(T), NFLX:3(T), T:1(T), XLC:5(T), F:5(T), MRNA:9(T), PANW:5(T), UNG:5(T), ETHA:5(T)
2026-02-23 18:17:22 +00:00: [Opportunity] Alerts sent: 1 (46 unique today)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated SLV (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 18:17:22 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 18:17:22 +00:00: [Opportunity] Added 12 symbols to Bloodhound watchlist
2026-02-23 18:17:22 +00:00: [Opportunity] Scan complete in 48s. Next scan at 2026-02-23T18:21:33.947Z
2026-02-23 18:21:33 +00:00: 
2026-02-23 18:21:33 +00:00: [Opportunity] ===== SCAN #94 =====
2026-02-23 18:21:33 +00:00: [Opportunity] Time: 2026-02-23T18:21:33.948Z
2026-02-23 18:21:34 +00:00: [Opportunity] VIX: 20.75 (elevated) | SPY: 683.34 (neutral)
2026-02-23 18:21:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:43, volume:10, gainers:8, losers:8, nasdaq:2, extremes:6, etf_categories:21]
2026-02-23 18:21:36 +00:00: [Opportunity] Discovery: 50 symbols in 2.0s
2026-02-23 18:21:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 18:21:43 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:21:46 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:21:53 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:21:59 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:22:02 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 18:22:10 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 18:22:19 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:22:29 +00:00: [Opportunity] QQQ: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:22:32 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 18:22:34 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 18:22:36 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 18:22:39 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 18:22:42 +00:00: [Opportunity] BAC: Score 40 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 18:22:43 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [volume_leader,gainer,loser]
2026-02-23 18:22:46 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:22:50 +00:00: [Opportunity] USO: Score 45 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 18:22:53 +00:00: [Opportunity] UNG: Score 40 (WATCH) - bullish [watchlist,etf_commodities]
2026-02-23 18:23:03 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 18:23:05 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 18:23:13 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 18:23:21 +00:00: [Opportunity] SLV: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_commodities]
2026-02-23 18:23:24 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:23:28 +00:00: [Opportunity] XLK: Score 60 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 18:23:33 +00:00: [Opportunity] XLF: Score 70 (HIGH_CONVICTION) - bearish [watchlist,etf_sectors]
2026-02-23 18:23:46 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 18:23:56 +00:00: [Opportunity] INTC: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader]
2026-02-23 18:24:04 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 18:24:13 +00:00: [Opportunity] EEM: Score 55 (TRADEABLE) - bullish [watchlist,52wk_extreme]
2026-02-23 18:24:20 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [52wk_extreme,etf_volatility]
2026-02-23 18:24:29 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 18:24:42 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:24:45 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:24:49 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:24:54 +00:00: [Opportunity] OPEN: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:24:58 +00:00: [Opportunity] SMCI: Score 45 (WATCH) - bearish [watchlist]
2026-02-23 18:25:06 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:25:10 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:25:15 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 18:25:20 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:25:25 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:25:29 +00:00: [Opportunity] MRNA: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:25:38 +00:00: [Opportunity] PANW: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 18:25:46 +00:00: [Opportunity] META: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 18:25:55 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 18:26:02 +00:00: [Opportunity] AMD: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 18:26:10 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 18:26:10 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 25 TRADEABLE, 8 WATCH
2026-02-23 18:26:10 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2291
2026-02-23 18:26:10 +00:00: [Opportunity] Persistence: XLP:6(HC), PYPL:6(HC), SLV:13(HC), IBRX:10(HC), CVNA:6(HC), PLTR:10(HC), NVDA:13(HC), MU:11(HC), SNDK:13(HC), AMD:8(HC), XLI:6(HC), XLU:6(HC), XLF:6(HC), AMZN:10(T), MSFT:10(T), TSLA:9(T), SPY:9(T), QQQ:10(T), IWM:7(T), GLD:13(T), IBIT:6(T), INTC:6(T), ORCL:7(T), OXY:10(T), GOOGL:13(T), MRNA:10(T), AAPL:12(T), XLK:6(T), VNDA:11(T), OPEN:10(T), NFLX:4(T), T:2(T), XLC:6(T), EEM:4(T), F:6(T), PANW:6(T), META:1(T), ETHA:6(T)
2026-02-23 18:26:10 +00:00: [Opportunity] Alerts sent: 0 (46 unique today)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated SLV (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 18:26:10 +00:00: [Watchlist] Skipped AMD — manual entry protected (attempted by opportunity)
